year,country,isocode,tasa_homicidio
1991,Thailand,THA,10.039459
1992,Thailand,THA,10.540884
1993,Thailand,THA,9.54957
1994,Thailand,THA,8.592106
1995,Thailand,THA,7.685509
1996,Thailand,THA,7.4666142
1997,Thailand,THA,7.8831334
1998,Thailand,THA,8.713866
1999,Thailand,THA,8.109274
2000,Thailand,THA,8.1608925
2001,Thailand,THA,7.8867397
2002,Thailand,THA,7.0612288
2003,Thailand,THA,9.918578
2004,Thailand,THA,6.528444
2005,Thailand,THA,7.2798967
2006,Thailand,THA,7.0409536
2007,Thailand,THA,6.609302
2008,Thailand,THA,5.876974
2009,Thailand,THA,5.4359093
2010,Thailand,THA,5.328127
2011,Thailand,THA,4.792253
2023,Thailand,THA,NA
2023,Togo,TGO,NA
2023,Tokelau,TKL,NA
1995,Tonga,TON,1.9955201
1996,Tonga,TON,1.9945052
1997,Tonga,TON,1.9866201000000001
2000,Tonga,TON,0.9739232
2001,Tonga,TON,5.808972
2002,Tonga,TON,5.7762566
2003,Tonga,TON,5.7436056
2004,Tonga,TON,1.9034748
2005,Tonga,TON,3.7853336
2006,Tonga,TON,7.529199
2007,Tonga,TON,0.9369788
2008,Tonga,TON,3.7376192
2009,Tonga,TON,7.4625125
2010,Tonga,TON,0.93110305
2011,Tonga,TON,1.8592631
2012,Tonga,TON,0.9305832
2018,Tonga,TON,9.472702
2019,Tonga,TON,0.9463469
2023,Tonga,TON,NA
2000,Trinidad and Tobago,TTO,9.092463
2001,Trinidad and Tobago,TTO,11.391352
2002,Trinidad and Tobago,TTO,12.837737
2003,Trinidad and Tobago,TTO,17.106026
2004,Trinidad and Tobago,TTO,19.325396
2005,Trinidad and Tobago,TTO,28.549568
2006,Trinidad and Tobago,TTO,27.305553
2007,Trinidad and Tobago,TTO,28.63679
2008,Trinidad and Tobago,TTO,39.86635
2009,Trinidad and Tobago,TTO,36.76428
2010,Trinidad and Tobago,TTO,34.11089
2011,Trinidad and Tobago,TTO,25.233282
2012,Trinidad and Tobago,TTO,27.069210000000002
2013,Trinidad and Tobago,TTO,28.811039
2014,Trinidad and Tobago,TTO,28.498419
2015,Trinidad and Tobago,TTO,29.387306
2016,Trinidad and Tobago,TTO,32.21932
2017,Trinidad and Tobago,TTO,34.24988
2018,Trinidad and Tobago,TTO,35.15767
2019,Trinidad and Tobago,TTO,36.29889
2020,Trinidad and Tobago,TTO,26.940828
2021,Trinidad and Tobago,TTO,30.113243
2022,Trinidad and Tobago,TTO,40.4433
2023,Trinidad and Tobago,TTO,NA
2004,Tunisia,TUN,1.9181278
2005,Tunisia,TUN,2.5352318
2006,Tunisia,TUN,2.406632
2007,Tunisia,TUN,2.6145163
2008,Tunisia,TUN,2.6558826
2009,Tunisia,TUN,2.3942132
2010,Tunisia,TUN,2.656516
2012,Tunisia,TUN,3.0155373
2019,Tunisia,TUN,4.808388
2020,Tunisia,TUN,4.69348
2023,Tunisia,TUN,NA
2003,Turkey,TUR,4.1824083
2004,Turkey,TUR,4.2482705
2005,Turkey,TUR,4.7670865
2006,Turkey,TUR,4.522784
2007,Turkey,TUR,5.0868835
2008,Turkey,TUR,4.5512767
2010,Turkey,TUR,4.1774163
2011,Turkey,TUR,4.1244917
2012,Turkey,TUR,4.276755
2015,Turkey,TUR,2.7932532
2016,Turkey,TUR,3.3116117
2017,Turkey,TUR,3.058363
2018,Turkey,TUR,2.5599422
2019,Turkey,TUR,2.395801
2020,Turkey,TUR,2.4903681
2021,Turkey,TUR,2.4975126
2022,Turkey,TUR,2.6212268
2023,Turkey,TUR,3.2278948
1990,Turkmenistan,TKM,8.828467
1991,Turkmenistan,TKM,7.935904
1992,Turkmenistan,TKM,7.5037613
1993,Turkmenistan,TKM,8.2332945
1994,Turkmenistan,TKM,7.48179
1995,Turkmenistan,TKM,6.4182043
1996,Turkmenistan,TKM,7.833353
1997,Turkmenistan,TKM,8.255068
1998,Turkmenistan,TKM,7.822231
1999,Turkmenistan,TKM,7.1457667
2000,Turkmenistan,TKM,5.8262887
2001,Turkmenistan,TKM,5.304348
2002,Turkmenistan,TKM,5.0529776
2003,Turkmenistan,TKM,4.7904286
2004,Turkmenistan,TKM,4.2153306
2005,Turkmenistan,TKM,4.0773854
2006,Turkmenistan,TKM,3.9439642
2010,Turkmenistan,TKM,1.8870108
2011,Turkmenistan,TKM,1.7595049
2012,Turkmenistan,TKM,1.3600651
2013,Turkmenistan,TKM,1.4142983
2014,Turkmenistan,TKM,1.4649523
2015,Turkmenistan,TKM,1.013551
2023,Turkmenistan,TKM,NA
1990,Turks and Caicos Islands,TCA,0
1991,Turks and Caicos Islands,TCA,0
1992,Turks and Caicos Islands,TCA,7.7103972
1993,Turks and Caicos Islands,TCA,7.327349
1994,Turks and Caicos Islands,TCA,13.943598
1995,Turks and Caicos Islands,TCA,6.643856
1996,Turks and Caicos Islands,TCA,6.342964
1997,Turks and Caicos Islands,TCA,12.13445
1998,Turks and Caicos Islands,TCA,0
1999,Turks and Caicos Islands,TCA,0
2000,Turks and Caicos Islands,TCA,0
2001,Turks and Caicos Islands,TCA,0
2002,Turks and Caicos Islands,TCA,9.710152
2003,Turks and Caicos Islands,TCA,0
2005,Turks and Caicos Islands,TCA,0
2007,Turks and Caicos Islands,TCA,7.613392
2008,Turks and Caicos Islands,TCA,7.2919517
2009,Turks and Caicos Islands,TCA,6.99582
2013,Turks and Caicos Islands,TCA,11.886013
2014,Turks and Caicos Islands,TCA,5.7061343
2019,Turks and Caicos Islands,TCA,30.116644
2020,Turks and Caicos Islands,TCA,51.818726
2021,Turks and Caicos Islands,TCA,30.943672
2022,Turks and Caicos Islands,TCA,76.34004
2023,Turks and Caicos Islands,TCA,NA
2002,Tuvalu,TUV,0
2003,Tuvalu,TUV,0
2004,Tuvalu,TUV,0
2005,Tuvalu,TUV,0
2006,Tuvalu,TUV,0
2007,Tuvalu,TUV,0
2008,Tuvalu,TUV,0
2009,Tuvalu,TUV,0
2010,Tuvalu,TUV,9.421518
2011,Tuvalu,TUV,9.276868
2012,Tuvalu,TUV,18.290731
2019,Tuvalu,TUV,0
2023,Tuvalu,TUV,NA
2023,USSR,OWID_USS,NA
1995,Uganda,UGA,8.274593
1996,Uganda,UGA,8.506209
1997,Uganda,UGA,8.780179
2007,Uganda,UGA,8.91971
2008,Uganda,UGA,9.145517
2009,Uganda,UGA,10.279433
2010,Uganda,UGA,9.7558565
2011,Uganda,UGA,11.251841
2012,Uganda,UGA,11.841303
2013,Uganda,UGA,10.914892
2014,Uganda,UGA,12.289968
2016,Uganda,UGA,11.551799
2017,Uganda,UGA,11.785236
2018,Uganda,UGA,10.818982
2019,Uganda,UGA,10.972185
2020,Uganda,UGA,10.032131
2021,Uganda,UGA,8.520846
2022,Uganda,UGA,8.756631
2023,Uganda,UGA,8.973088
1990,Ukraine,UKR,4.914119
1991,Ukraine,UKR,5.0756207
1992,Ukraine,UKR,6.4406796
1993,Ukraine,UKR,7.060155
1994,Ukraine,UKR,8.1093025
1995,Ukraine,UKR,8.529863
1996,Ukraine,UKR,9.557627
1997,Ukraine,UKR,8.330891
1998,Ukraine,UKR,8.326761
1999,Ukraine,UKR,8.504006
2000,Ukraine,UKR,8.915048
2001,Ukraine,UKR,9.884567
2002,Ukraine,UKR,8.825473
2003,Ukraine,UKR,8.363838
2004,Ukraine,UKR,7.2676864
2005,Ukraine,UKR,6.3674784
2006,Ukraine,UKR,6.256518
2007,Ukraine,UKR,5.6222754
2008,Ukraine,UKR,5.2670727
2009,Ukraine,UKR,4.8044205
2010,Ukraine,UKR,4.279318
2012,Ukraine,UKR,5.0551767
2014,Ukraine,UKR,6.1884985
2017,Ukraine,UKR,6.0546646
2018,Ukraine,UKR,4.428331
2019,Ukraine,UKR,4.0482717
2020,Ukraine,UKR,3.8003569
2021,Ukraine,UKR,3.7766397
2023,Ukraine,UKR,NA
2010,United Arab Emirates,ARE,0.9656457
2011,United Arab Emirates,ARE,0.70839006
2012,United Arab Emirates,ARE,0.9203536
2013,United Arab Emirates,ARE,0.7277977
2014,United Arab Emirates,ARE,0.74057215
2015,United Arab Emirates,ARE,0.6916719
2019,United Arab Emirates,ARE,0.68245935
2020,United Arab Emirates,ARE,0.68793815
2021,United Arab Emirates,ARE,0.4494819
2022,United Arab Emirates,ARE,0.6932181
2023,United Arab Emirates,ARE,NA
1990,United Kingdom,GBR,1.2724617
1991,United Kingdom,GBR,1.38997
1992,United Kingdom,GBR,1.3842863
1993,United Kingdom,GBR,1.3497857
1994,United Kingdom,GBR,1.4223353
1995,United Kingdom,GBR,1.3911188
1996,United Kingdom,GBR,1.2813352
1997,United Kingdom,GBR,1.2541257
1998,United Kingdom,GBR,1.3833259
1999,United Kingdom,GBR,1.4004397
2000,United Kingdom,GBR,1.5425688
2001,United Kingdom,GBR,1.6259588
2002,United Kingdom,GBR,1.8592304
2005,United Kingdom,GBR,1.3779763
2006,United Kingdom,GBR,1.4119321
2007,United Kingdom,GBR,1.42031
2008,United Kingdom,GBR,1.2252669
2009,United Kingdom,GBR,1.124688
2010,United Kingdom,GBR,1.1998765
2011,United Kingdom,GBR,1.0077267
2012,United Kingdom,GBR,0.98029274
2013,United Kingdom,GBR,0.9349367
2014,United Kingdom,GBR,0.90031874
2015,United Kingdom,GBR,0.9482717
2016,United Kingdom,GBR,1.1731076
2017,United Kingdom,GBR,1.1755048
2018,United Kingdom,GBR,1.0905963
2019,United Kingdom,GBR,1.1503338
2020,United Kingdom,GBR,0.9457794
2021,United Kingdom,GBR,1.1186842
2023,United Kingdom,GBR,NA
1990,United States,USA,9.25038
1991,United States,USA,9.631872
1992,United States,USA,9.15233
1993,United States,USA,9.338498
1994,United States,USA,8.786521
1995,United States,USA,8.055755
1996,United States,USA,7.2528057
1997,United States,USA,6.6581826
1998,United States,USA,6.147342
1999,United States,USA,5.567722
2000,United States,USA,5.5370793
2001,United States,USA,6.695168
2002,United States,USA,5.653043
2006,United States,USA,5.7941914
2007,United States,USA,5.67445
2008,United States,USA,5.3988857
2009,United States,USA,4.9992948
2010,United States,USA,4.7328067
2011,United States,USA,4.6675463
2012,United States,USA,4.6847305
2013,United States,USA,4.4731393
2014,United States,USA,4.3835735
2015,United States,USA,4.8701963
2016,United States,USA,5.28982
2017,United States,USA,5.205827
2018,United States,USA,4.886937
2019,United States,USA,4.934722
2020,United States,USA,6.3546557
2021,United States,USA,6.779722
2022,United States,USA,6.5126743
2023,United States,USA,5.7634077
1997,United States Virgin Islands,VIR,27.755419
1998,United States Virgin Islands,VIR,23.05805
1999,United States Virgin Islands,VIR,24.866917
2000,United States Virgin Islands,VIR,21.18283
2001,United States Virgin Islands,VIR,25.800388
2002,United States Virgin Islands,VIR,37.816772
2003,United States Virgin Islands,VIR,28.658592
2004,United States Virgin Islands,VIR,34.31184
2005,United States Virgin Islands,VIR,34.38454
2006,United States Virgin Islands,VIR,40.018612
2007,United States Virgin Islands,VIR,40.101093
2008,United States Virgin Islands,VIR,43.006733
2009,United States Virgin Islands,VIR,46.834457
2010,United States Virgin Islands,VIR,52.67564
2011,United States Virgin Islands,VIR,42.698345
2012,United States Virgin Islands,VIR,49.85714
2023,United States Virgin Islands,VIR,NA
1990,Uruguay,URY,6.6357365
1991,Uruguay,URY,6.213262
1992,Uruguay,URY,5.7967296
1995,Uruguay,URY,5.988512
1996,Uruguay,URY,6.393615
1997,Uruguay,URY,7.5387526
1998,Uruguay,URY,7.5325394
1999,Uruguay,URY,6.6379523
2000,Uruguay,URY,6.5519433
2001,Uruguay,URY,6.65801
2002,Uruguay,URY,7.0451174
2003,Uruguay,URY,6.0039268
2004,Uruguay,URY,6.0917153
2005,Uruguay,URY,5.782509
2006,Uruguay,URY,6.140739
2007,Uruguay,URY,5.8874364
2008,Uruguay,URY,6.6925535
2009,Uruguay,URY,6.8276067
2010,Uruguay,URY,6.177341
2011,Uruguay,URY,5.98168
2012,Uruguay,URY,8.005034
2013,Uruguay,URY,7.772012
2014,Uruguay,URY,7.9849014
2015,Uruguay,URY,8.699481
2016,Uruguay,URY,7.9010844
2017,Uruguay,URY,8.351933
2018,Uruguay,URY,12.402291
2019,Uruguay,URY,11.597768
2020,Uruguay,URY,10.032457
2021,Uruguay,URY,9.008759
2022,Uruguay,URY,11.294893
2023,Uruguay,URY,11.245305
1990,Uzbekistan,UZB,5.497202
1991,Uzbekistan,UZB,5.0660906
1992,Uzbekistan,UZB,5.329277
1993,Uzbekistan,UZB,5.180109
1994,Uzbekistan,UZB,5.4266315
1995,Uzbekistan,UZB,5.0485244
1996,Uzbekistan,UZB,4.937483
1997,Uzbekistan,UZB,4.436221
1998,Uzbekistan,UZB,4.4126916
1999,Uzbekistan,UZB,4.1428323
2000,Uzbekistan,UZB,4.3087006
2001,Uzbekistan,UZB,4.308441
2002,Uzbekistan,UZB,4.1653576
2003,Uzbekistan,UZB,3.745441
2004,Uzbekistan,UZB,3.695828
2005,Uzbekistan,UZB,3.4525967
2006,Uzbekistan,UZB,3.2248347
2007,Uzbekistan,UZB,3.0100448
2008,Uzbekistan,UZB,3.0223925
2015,Uzbekistan,UZB,1.6455635
2016,Uzbekistan,UZB,2.4197233
2017,Uzbekistan,UZB,1.8573705
2018,Uzbekistan,UZB,1.4641609
2019,Uzbekistan,UZB,1.201285
2020,Uzbekistan,UZB,1.3368517
2021,Uzbekistan,UZB,1.3987976
2023,Uzbekistan,UZB,NA
2019,Vanuatu,VUT,0.6849679
2020,Vanuatu,VUT,0.3346065
2023,Vanuatu,VUT,NA
2009,Vatican,VAT,0
2010,Vatican,VAT,0
2011,Vatican,VAT,0
2012,Vatican,VAT,0
2013,Vatican,VAT,0
2014,Vatican,VAT,0
2015,Vatican,VAT,0
2019,Vatican,VAT,0
2020,Vatican,VAT,0
2021,Vatican,VAT,0
2022,Vatican,VAT,0
2023,Vatican,VAT,0
1990,Venezuela,VEN,12.477928
1991,Venezuela,VEN,12.322151
1992,Venezuela,VEN,15.716319
1993,Venezuela,VEN,20.193352
1994,Venezuela,VEN,21.785772
1995,Venezuela,VEN,20.190306
1996,Venezuela,VEN,21.891163
1997,Venezuela,VEN,18.26499
1998,Venezuela,VEN,19.27857
1999,Venezuela,VEN,24.82279
2000,Venezuela,VEN,32.707203
2001,Venezuela,VEN,31.865593
2002,Venezuela,VEN,37.809105
2003,Venezuela,VEN,43.803844
2004,Venezuela,VEN,36.89708
2005,Venezuela,VEN,37.19881
2006,Venezuela,VEN,45.02164
2007,Venezuela,VEN,47.581566
2008,Venezuela,VEN,52.00384
2009,Venezuela,VEN,49.176643
2010,Venezuela,VEN,45.396015
2011,Venezuela,VEN,48.305286
2012,Venezuela,VEN,54.38213
2014,Venezuela,VEN,62.900608
2015,Venezuela,VEN,51.200413
2016,Venezuela,VEN,56.579205
2017,Venezuela,VEN,47.979206
2019,Venezuela,VEN,41.032413
2020,Venezuela,VEN,29.47538
2021,Venezuela,VEN,19.279104
2022,Venezuela,VEN,12.646645
2023,Venezuela,VEN,NA
2001,Vietnam,VNM,1.2876853
2002,Vietnam,VNM,1.3545383
2003,Vietnam,VNM,1.3310077
2004,Vietnam,VNM,1.3231436
2005,Vietnam,VNM,1.2985842
2006,Vietnam,VNM,1.2754374
2007,Vietnam,VNM,1.3965716
2008,Vietnam,VNM,1.2820544
2009,Vietnam,VNM,1.4260927
2010,Vietnam,VNM,1.5276401
2011,Vietnam,VNM,1.5350128
2023,Vietnam,VNM,NA
2023,Wallis and Futuna,WLF,NA
2023,West Germany,OWID_GFR,NA
2000,Western Asia (UN),NA,4.6995406
2001,Western Asia (UN),NA,4.786267
2002,Western Asia (UN),NA,4.8299937
2003,Western Asia (UN),NA,4.8284054
2004,Western Asia (UN),NA,4.847801
2005,Western Asia (UN),NA,5.180733
2006,Western Asia (UN),NA,4.973238
2007,Western Asia (UN),NA,5.0200577
2008,Western Asia (UN),NA,4.771766
2009,Western Asia (UN),NA,3.729277
2010,Western Asia (UN),NA,3.7009094
2011,Western Asia (UN),NA,4.9018893
2012,Western Asia (UN),NA,4.9815645
2013,Western Asia (UN),NA,5.053801
2014,Western Asia (UN),NA,4.7623963
2015,Western Asia (UN),NA,4.600902
2016,Western Asia (UN),NA,4.9626846
2017,Western Asia (UN),NA,5.172242
2018,Western Asia (UN),NA,5.242862
2019,Western Asia (UN),NA,4.8711433
2020,Western Asia (UN),NA,4.2111907
2021,Western Asia (UN),NA,4.3886456
2022,Western Asia (UN),NA,4.5276656
2023,Western Asia (UN),NA,4.812206
2000,Western Europe (UN),NA,1.5478199
2001,Western Europe (UN),NA,1.4949616
2002,Western Europe (UN),NA,1.5343392
2003,Western Europe (UN),NA,1.3605838
2004,Western Europe (UN),NA,1.3822539
2005,Western Europe (UN),NA,1.2949936
2006,Western Europe (UN),NA,1.1890692
2007,Western Europe (UN),NA,1.1864719
2008,Western Europe (UN),NA,1.1730665
2009,Western Europe (UN),NA,1.0340734
2010,Western Europe (UN),NA,1.017361
2011,Western Europe (UN),NA,1.030744
2012,Western Europe (UN),NA,0.9435335
2013,Western Europe (UN),NA,0.9342317
2014,Western Europe (UN),NA,0.9406479
2015,Western Europe (UN),NA,1.0412115
2016,Western Europe (UN),NA,1.0888176
2017,Western Europe (UN),NA,1.0107424
2018,Western Europe (UN),NA,0.97864795
2019,Western Europe (UN),NA,0.90394616
2020,Western Europe (UN),NA,0.9442572
2021,Western Europe (UN),NA,0.9079678
2022,Western Europe (UN),NA,0.99077934
2023,Western Europe (UN),NA,1.0439126
2023,Western Sahara,ESH,NA
2000,World,OWID_WRL,6.930091
2001,World,OWID_WRL,7.0186663
2002,World,OWID_WRL,6.9801316
2003,World,OWID_WRL,6.7978806
2004,World,OWID_WRL,6.5749803
2005,World,OWID_WRL,6.365925
2006,World,OWID_WRL,6.247133
2007,World,OWID_WRL,6.0740776
2008,World,OWID_WRL,6.0693526
2009,World,OWID_WRL,6.1153026
2010,World,OWID_WRL,6.091143
2011,World,OWID_WRL,6.1597085
2012,World,OWID_WRL,6.1843886
2013,World,OWID_WRL,6.090741
2014,World,OWID_WRL,6.0830593
2015,World,OWID_WRL,5.9224563
2016,World,OWID_WRL,5.967355
2017,World,OWID_WRL,5.894396
2018,World,OWID_WRL,5.651801
2019,World,OWID_WRL,5.396274
2020,World,OWID_WRL,5.286739
2021,World,OWID_WRL,5.511355
2022,World,OWID_WRL,5.2869196
2023,World,OWID_WRL,5.197053
1998,Yemen,YEM,3.334054
1999,Yemen,YEM,5.381141
2000,Yemen,YEM,3.5517478
2003,Yemen,YEM,3.2810755
2004,Yemen,YEM,2.9237163
2009,Yemen,YEM,3.8183067
2010,Yemen,YEM,4.1077375
2011,Yemen,YEM,4.984973
2012,Yemen,YEM,5.6834073
2013,Yemen,YEM,5.8097186
2023,Yemen,YEM,NA
2023,Yemen Arab Republic,OWID_YAR,NA
2023,Yemen People's Republic,OWID_YPR,NA
2023,Yugoslavia,OWID_YGS,NA
1990,Zambia,ZMB,7.0638075
1991,Zambia,ZMB,8.569656
1992,Zambia,ZMB,9.392565
1993,Zambia,ZMB,8.896668
1994,Zambia,ZMB,9.689528
1998,Zambia,ZMB,9.195976
1999,Zambia,ZMB,11.006154
2000,Zambia,ZMB,7.955972
2008,Zambia,ZMB,5.329719
2009,Zambia,ZMB,6.0190997
2010,Zambia,ZMB,5.82861
2011,Zambia,ZMB,5.977367
2012,Zambia,ZMB,5.9341693
2013,Zambia,ZMB,5.6302366
2014,Zambia,ZMB,5.1902084
2015,Zambia,ZMB,5.2015085
2023,Zambia,ZMB,NA
1990,Zimbabwe,ZWE,5.790507
2001,Zimbabwe,ZWE,12.771572
2002,Zimbabwe,ZWE,13.426924
2003,Zimbabwe,ZWE,11.118085
2004,Zimbabwe,ZWE,10.965643
2005,Zimbabwe,ZWE,10.814334
2006,Zimbabwe,ZWE,8.483398
2010,Zimbabwe,ZWE,5.3232317
2012,Zimbabwe,ZWE,7.0994935
2018,Zimbabwe,ZWE,4.88212
2019,Zimbabwe,ZWE,5.1730795
2020,Zimbabwe,ZWE,5.0235434
2021,Zimbabwe,ZWE,6.2162876
2022,Zimbabwe,ZWE,6.7583313
2023,Zimbabwe,ZWE,NA
